material_id,formula,pbe_bandgap,hse_bandgap,bandgap_correction,dataset,data_source,confidence,mpid,dimensionality
JVASP-5503,Te2 Au2 Cl14,1.4665,2.126,0.6595,jarvis_3d,jarvis,high,mp-28330,3D
JVASP-5506,Au4 Se4 Cl28,1.6638,2.3819,0.7181,jarvis_3d,jarvis,high,mp-28372,3D
JVASP-5509,Ga8 Br16,2.7015,3.2189,0.5174000000000003,jarvis_3d,jarvis,high,mp-28384,3D
JVASP-5524,S4 Cl8 O4,3.435,4.8043,1.3692999999999995,jarvis_3d,jarvis,high,mp-28406,3D
JVASP-4406,Sc1 Si2,0.0072,0.0085,0.0013000000000000008,jarvis_3d,jarvis,high,mp-2841,3D
JVASP-5536,O8 S2 Cu4,1.5457,1.6322,0.08650000000000002,jarvis_3d,jarvis,high,mp-28491,3D
JVASP-5539,Sm8 Cl12 O2,0.0118,0.0628,0.051,jarvis_3d,jarvis,high,mp-28544,3D
JVASP-113,Zr4 O8,3.6218,4.2132,0.5913999999999997,jarvis_3d,jarvis,high,mp-2858,3D
JVASP-5560,Cl4 I4 Ta2,1.0472,1.5306,0.48340000000000005,jarvis_3d,jarvis,high,mp-28683,3D
JVASP-5566,Al12 Te12 I4,1.9558,2.5631,0.6073,jarvis_3d,jarvis,high,mp-28693,3D
JVASP-5578,I2 Nd1,0.0049,0.016,0.0111,jarvis_3d,jarvis,high,mp-28753,3D
JVASP-5587,C2 Si2 U3,0.0016,0.0033,0.0017,jarvis_3d,jarvis,high,mp-28838,3D
JVASP-5590,P8 Se20,1.0688,1.719,0.6502000000000001,jarvis_3d,jarvis,high,mp-28860,3D
JVASP-5593,Te2 Os1 Cl12,1.5714,2.1228,0.5513999999999999,jarvis_3d,jarvis,high,mp-28866,3D
JVASP-5596,P16 Se16,1.9713,2.6807,0.7093999999999998,jarvis_3d,jarvis,high,mp-28885,3D
JVASP-5602,Nb6 Te2 Cl14,0.6979,0.8863,0.1884,jarvis_3d,jarvis,high,mp-28938,3D
JVASP-5605,Sr8 Nb4 O18,3.6822,4.3713,0.6890999999999998,jarvis_3d,jarvis,high,mp-28940,3D
JVASP-5632,Ta6 Te2 I14,0.0318,0.8086,0.7767999999999999,jarvis_3d,jarvis,high,mp-29117,3D
JVASP-5641,Sn8 Cl16,3.1997,4.1532,0.9535,jarvis_3d,jarvis,high,mp-29179,3D
JVASP-5644,Ge8 As8 Se8,1.3202,2.0926,0.7724,jarvis_3d,jarvis,high,mp-29249,3D
JVASP-5656,Al2 Se2 Br14,2.1346,3.1223,0.9877000000000002,jarvis_3d,jarvis,high,mp-29408,3D
JVASP-5659,Hf2 Cl8,3.9122,5.0029,1.0907000000000004,jarvis_3d,jarvis,high,mp-29422,3D
JVASP-5662,Ta2 Te4 Br12,0.8168,1.0206,0.20379999999999998,jarvis_3d,jarvis,high,mp-29427,3D
JVASP-5665,Ta2 Te4 Cl12,0.8036,0.9027,0.09909999999999997,jarvis_3d,jarvis,high,mp-29428,3D
JVASP-5668,Cl8 Ta2,1.1039,1.6945,0.5905999999999998,jarvis_3d,jarvis,high,mp-29465,3D
JVASP-5677,Al16 Te24,1.7398,2.2727,0.5328999999999999,jarvis_3d,jarvis,high,mp-29502,3D
JVASP-5683,Ga2 Te2 I14,1.5562,2.2971,0.7408999999999999,jarvis_3d,jarvis,high,mp-29541,3D
JVASP-5686,Cu4 Se8 Br4,0.0378,0.792,0.7542,jarvis_3d,jarvis,high,mp-29567,3D
JVASP-5701,Cu1 As1 Se2,0.0588,0.8358,0.777,jarvis_3d,jarvis,high,mp-29643,3D
JVASP-5707,Si6 Ir2,0.0014,0.0064,0.005,jarvis_3d,jarvis,high,mp-29663,3D
JVASP-5710,Tm1 I2,0.0018,0.006,0.004200000000000001,jarvis_3d,jarvis,high,mp-29671,3D
JVASP-5713,Nb6 Te2 I14,0.0164,0.652,0.6356,jarvis_3d,jarvis,high,mp-29689,3D
JVASP-5716,Nb2 Te2 Cl18,1.9892,2.4985,0.5092999999999999,jarvis_3d,jarvis,high,mp-29713,3D
JVASP-5722,Si2 H2,2.052,2.9479,0.8959000000000001,jarvis_3d,jarvis,high,mp-29803,3D
JVASP-5734,Sn4 Cl16,3.0069,5.0572,2.0503,jarvis_3d,jarvis,high,mp-29866,3D
JVASP-4198,Co1 Br2,0.0051,0.0053,0.00019999999999999966,jarvis_3d,jarvis,high,mp-30033,3D
JVASP-5752,O6 Sb2 Tl2,2.3977,2.5801,0.1823999999999999,jarvis_3d,jarvis,high,mp-30058,3D
JVASP-5758,C1 N1 I1,4.3009,5.0715,0.7706,jarvis_3d,jarvis,high,mp-30068,3D
JVASP-5770,As2 Cl10,1.0472,2.4399,1.3927000000000003,jarvis_3d,jarvis,high,mp-30106,3D
JVASP-5785,Mn2 Au1,0.0042,0.0046,0.0004000000000000002,jarvis_3d,jarvis,high,mp-30409,3D
JVASP-4219,Al4 I12,3.017,3.759,0.742,jarvis_3d,jarvis,high,mp-30930,3D
JVASP-5806,P2 Au2 S8,1.0366,1.451,0.4144000000000001,jarvis_3d,jarvis,high,mp-30938,3D
JVASP-5809,Mg2 P2 Se6,2.0673,2.8524,0.7850999999999999,jarvis_3d,jarvis,high,mp-30943,3D
JVASP-5815,Ga2 Pd1 I8,0.9986,1.2201,0.22149999999999992,jarvis_3d,jarvis,high,mp-30946,3D
JVASP-4237,Ga4 Br12,2.9881,4.5019,1.5137999999999998,jarvis_3d,jarvis,high,mp-30953,3D
JVASP-4249,Ga4 I12,1.971,2.9241,0.9531000000000001,jarvis_3d,jarvis,high,mp-30954,3D
JVASP-5818,Ga4 P4 S16,2.0816,3.0756,0.9940000000000002,jarvis_3d,jarvis,high,mp-30979,3D
JVASP-5821,O12 S2 I4,1.8502,3.4185,1.5682999999999998,jarvis_3d,jarvis,high,mp-30984,3D
JVASP-5824,Ta3 Br7 S1,0.7897,1.1673,0.37760000000000005,jarvis_3d,jarvis,high,mp-31015,3D
JVASP-5827,Cu4 Se8 Cl4,0.1626,0.5032,0.3406,jarvis_3d,jarvis,high,mp-31038,3D
JVASP-5833,As16 S18,1.5044,2.3072,0.8028,jarvis_3d,jarvis,high,mp-31070,3D
JVASP-5839,Al2 Si2 Te6,1.1925,1.7423,0.5498000000000001,jarvis_3d,jarvis,high,mp-31220,3D
JVASP-5848,Ag2 Te4 Au2,0.0033,0.0033,0.0,jarvis_3d,jarvis,high,mp-31495,3D
JVASP-5851,Cr2 Br2 O2,0.0025,0.0042,0.0016999999999999997,jarvis_3d,jarvis,high,mp-31725,3D
JVASP-5863,O1 Br4 W1,0.7264,1.4228,0.6964,jarvis_3d,jarvis,high,mp-32536,3D
JVASP-219,Hf1 Te2,0.0058,0.0087,0.0029,jarvis_3d,jarvis,high,mp-32887,3D
JVASP-4423,P2 S6 Zn2,2.0439,3.2801,1.2362000000000002,jarvis_3d,jarvis,high,mp-3342,3D
JVASP-4426,Ca2 Si2 O6,4.1227,5.3764,1.2537000000000003,jarvis_3d,jarvis,high,mp-3382,3D
JVASP-4304,Rb8 Te4,1.6098,2.5912,0.9814000000000003,jarvis_3d,jarvis,high,mp-383,3D
JVASP-104,O4 Ti2,2.0233,2.4742,0.4509000000000003,jarvis_3d,jarvis,high,mp-390,3D
JVASP-278,Te2 Pt1,0.0102,0.0223,0.0121,jarvis_3d,jarvis,high,mp-399,3D
JVASP-23,Cd1 Te1,0.8332,1.6399,0.8066999999999999,jarvis_3d,jarvis,high,mp-406,3D
JVASP-119,Rb2 Te1,1.8872,3.439,1.5518,jarvis_3d,jarvis,high,mp-441,3D
JVASP-4310,Fe10 Si6,0.0036,0.0074,0.0038000000000000004,jarvis_3d,jarvis,high,mp-449,3D
JVASP-4471,F6 P1 K1,7.555,9.807,2.2520000000000007,jarvis_3d,jarvis,high,mp-4608,3D
JVASP-269,O6 Ti2 Sr2,1.9061,2.3688,0.4626999999999999,jarvis_3d,jarvis,high,mp-4651,3D
JVASP-48,C4,0.0352,2.3468,2.3116,jarvis_3d,jarvis,high,mp-48,3D
JVASP-4486,O6 Si2 Ca2,4.216,5.4397,1.2237,jarvis_3d,jarvis,high,mp-5096,3D
JVASP-4489,P2 S6 Cd2,1.7337,2.9891,1.2554,jarvis_3d,jarvis,high,mp-5328,3D
JVASP-4492,Lu2 Ta2 O8,4.0747,5.3601,1.2854,jarvis_3d,jarvis,high,mp-5489,3D
JVASP-323,Ti1 S2,0.0354,0.0837,0.048299999999999996,jarvis_3d,jarvis,high,mp-558110,3D
JVASP-228,Mo2 S4,0.0002,0.0007,0.0005,jarvis_3d,jarvis,high,mp-558544,3D
JVASP-314,Ti4 O8,2.0285,2.4779,0.4493999999999998,jarvis_3d,jarvis,high,mp-572822,3D
JVASP-110,Ba1 Ti1 O3,1.7486,2.1726,0.42400000000000015,jarvis_3d,jarvis,high,mp-5986,3D
JVASP-19,Ti2 Te2,0.0009,0.0032,0.0023,jarvis_3d,jarvis,high,mp-599,3D
JVASP-60,Te4 Mo2,0.7645,1.001,0.23649999999999993,jarvis_3d,jarvis,high,mp-602,3D
JVASP-4313,P8 S8,1.929,2.6236,0.6946000000000001,jarvis_3d,jarvis,high,mp-612,3D
JVASP-275,Pt1 O2,1.5221,1.8326,0.3105,jarvis_3d,jarvis,high,mp-617,3D
JVASP-4501,P2 V1 Se6 Ag1,0.3246,0.4059,0.08129999999999998,jarvis_3d,jarvis,high,mp-6543,3D
JVASP-39,Al2 N2,4.4736,5.1966,0.7229999999999999,jarvis_3d,jarvis,high,mp-661,3D
JVASP-122,Sn1 Se2,0.1131,1.1417,1.0286,jarvis_3d,jarvis,high,mp-665,3D
JVASP-91,C2,4.4572,5.0352,0.5779999999999994,jarvis_3d,jarvis,high,mp-66,3D
JVASP-95,Cd2 S2,1.0556,2.6008,1.5452,jarvis_3d,jarvis,high,mp-672,3D
JVASP-299,Sn4 Se4,0.708,1.2538,0.5458000000000001,jarvis_3d,jarvis,high,mp-691,3D
JVASP-4507,N1 O3 K1,3.0197,4.2379,1.2182,jarvis_3d,jarvis,high,mp-6920,3D
JVASP-41,Si3 O6,5.9859,8.097,2.1110999999999995,jarvis_3d,jarvis,high,mp-6930,3D
JVASP-4513,Ga2 Ag2 P4 Se12,0.2992,1.2695,0.9703,jarvis_3d,jarvis,high,mp-7008,3D
JVASP-4516,Si4 O8,5.7392,8.1902,2.4510000000000005,jarvis_3d,jarvis,high,mp-7029,3D
JVASP-240,Ni2 O4,0.1364,0.578,0.4416,jarvis_3d,jarvis,high,mp-715324,3D
JVASP-4531,P8 S10,2.2266,3.0092,0.7826,jarvis_3d,jarvis,high,mp-7260,3D
JVASP-4240,Te6 Nd2,0.0001,0.0062,0.0060999999999999995,jarvis_3d,jarvis,high,mp-740,3D
JVASP-63,Te8 Mo4,0.0012,0.003,0.0018000000000000002,jarvis_3d,jarvis,high,mp-7459,3D
JVASP-4537,Ba2 O2,3.443,4.2264,0.7833999999999999,jarvis_3d,jarvis,high,mp-7487,3D
JVASP-231,Se2 Mo1,0.9932,1.3218,0.3286000000000001,jarvis_3d,jarvis,high,mp-7581,3D
JVASP-4543,F6 Rb3 Y1,5.1265,9.1143,3.9878,jarvis_3d,jarvis,high,mp-7617,3D
JVASP-125,Pt1 S2,0.7739,0.9978,0.2239,jarvis_3d,jarvis,high,mp-762,3D
JVASP-182,Si6 C6,2.3026,3.0769,0.7743000000000002,jarvis_3d,jarvis,high,mp-7631,3D
JVASP-4546,Nb3 Fe3 B3,0.0003,0.0009,0.0006000000000000001,jarvis_3d,jarvis,high,mp-7705,3D
JVASP-4549,Ag2 F4,0.0013,0.0105,0.0092,jarvis_3d,jarvis,high,mp-7715,3D
JVASP-4564,O4 Al1 P1,5.8914,8.8761,2.9846999999999992,jarvis_3d,jarvis,high,mp-7848,3D
JVASP-536,Ta4 Se8,0.0017,0.0043,0.0026,jarvis_3d,jarvis,high,mp-7926,3D
JVASP-4567,Y2 Al2 O6,3.978,5.9339,1.9559000000000002,jarvis_3d,jarvis,high,mp-7964,3D
JVASP-4570,B2 N2,3.6453,5.3285,1.6831999999999998,jarvis_3d,jarvis,high,mp-7991,3D
JVASP-30,Ga2 N2,1.9434,3.0843,1.1408999999999998,jarvis_3d,jarvis,high,mp-804,3D
JVASP-4588,Na4 S2,1.921,4.053,2.1319999999999997,jarvis_3d,jarvis,high,mp-8374,3D
JVASP-4591,O6 Te1 Tl6,1.5611,2.2288,0.6677000000000002,jarvis_3d,jarvis,high,mp-8387,3D
JVASP-4597,K2 Hf1 F6,7.2483,9.0234,1.7751000000000001,jarvis_3d,jarvis,high,mp-8415,3D
JVASP-4606,Sc2 Ag2 P4 S12,1.8935,2.0461,0.15260000000000007,jarvis_3d,jarvis,high,mp-8616,3D
JVASP-4627,Tl2 Te6 Pt4,0.0021,0.069,0.0669,jarvis_3d,jarvis,high,mp-9251,3D
JVASP-4630,Tl2 Pt4 S6,1.0636,1.2556,0.19199999999999995,jarvis_3d,jarvis,high,mp-9272,3D
JVASP-4633,P2 S6 Cd2,1.8085,4.1764,2.3679,jarvis_3d,jarvis,high,mp-9330,3D
JVASP-4636,Mg1 Al2 Se4,1.2228,2.2273,1.0045,jarvis_3d,jarvis,high,mp-9479,3D
JVASP-4639,C1 N1 Ag1,3.3327,3.95,0.6173000000000002,jarvis_3d,jarvis,high,mp-9519,3D
JVASP-213,Hf2 Se6,0.032,0.9757,0.9437,jarvis_3d,jarvis,high,mp-976058,3D
JVASP-4648,Yb3 Ag3 Ge3,0.0067,0.0097,0.003,jarvis_3d,jarvis,high,mp-9776,3D
JVASP-347,S2 W1,0.6968,1.5743,0.8775000000000001,jarvis_3d,jarvis,high,mp-9813,3D
JVASP-4654,P2 Nb2,0.0007,0.0027,0.002,jarvis_3d,jarvis,high,mp-9830,3D
JVASP-17,B2 N2,4.4598,6.1146,1.6547999999999998,jarvis_3d,jarvis,high,mp-984,3D
JVASP-210,Hf1 S2,1.0728,1.684,0.6112,jarvis_3d,jarvis,high,mp-985829,3D
JVASP-4657,S2 Ga2,1.3454,2.5243,1.1789000000000003,jarvis_3d,jarvis,high,mp-9889,3D
JVASP-368,Zr2 S6,1.206,1.5608,0.3548,jarvis_3d,jarvis,high,mp-9921,3D
JVASP-578,Nb1 S2,0.0533,0.0615,0.008199999999999999,jarvis_3d,jarvis,high,mp-995122,3D
JVASP-290,Sn2 S4,1.1013,1.9637,0.8624,jarvis_3d,jarvis,high,mp-9984,3D
JVASP-152,Si8 P16,1.1839,1.6184,0.4345000000000001,jarvis_3d,jarvis,high,mp-9996,3D
JVASP-26,P4,0.0264,0.7173,0.6909000000000001,jarvis_3d,jarvis,high,mp-blackP,3D
JVASP-537,Ta3 Te6,0.0006,0.0012,0.0006,jarvis_3d,jarvis,high,mp-icsd-14390,3D
JVASP-599,Cr1 Te2 Tl1,0.003,0.0086,0.0056,jarvis_3d,jarvis,high,mp-icsd-152836,3D
JVASP-573,Te2 V1,0.0094,0.0113,0.001899999999999999,jarvis_3d,jarvis,high,mp-icsd-603582,3D
JVASP-539,Cr1 Se2,0.0003,0.0015,0.0012000000000000001,jarvis_3d,jarvis,high,mp-icsd-626718,3D
JVASP-571,S4 Y2,0.0069,0.0203,0.013399999999999999,jarvis_3d,jarvis,high,mp-icsd-651404,3D
JVASP-3438,Li2 Se4 In2,1.5764,2.8122,1.2357999999999998,jarvis_3d,jarvis,high,mp-20187,3D
JVASP-2697,Na2 Nb2 Se4,0.6257,1.0426,0.41689999999999994,jarvis_3d,jarvis,high,mp-7939,3D
JVASP-1167,Be1 S1,3.3955,4.3762,0.9806999999999997,jarvis_3d,jarvis,high,mp-422,3D
JVASP-2781,O1 As2 Sr4,1.2211,1.7967,0.5755999999999999,jarvis_3d,jarvis,high,mp-8299,3D
JVASP-1489,O2 Cu1 Nd1,2.4749,2.713,0.2381000000000002,jarvis_3d,jarvis,high,mp-4886,3D
JVASP-3849,Au4 I4,1.4041,2.1208,0.7167000000000001,jarvis_3d,jarvis,high,mp-27725,3D
JVASP-1987,In2 I2,1.6159,1.7787,0.16280000000000006,jarvis_3d,jarvis,high,mp-23202,3D
JVASP-2961,Rb1 Au3 Se2,1.5415,2.3248,0.7833000000000001,jarvis_3d,jarvis,high,mp-9385,3D
JVASP-1169,O2 Th1,4.8234,5.0126,0.1891999999999996,jarvis_3d,jarvis,high,mp-643,3D
JVASP-1957,Ag1 I1,1.26,2.8678,1.6078,jarvis_3d,jarvis,high,mp-22925,3D
JVASP-3183,Sr2 Cu2 S2 F2,1.7739,2.8153,1.0414,jarvis_3d,jarvis,high,mp-12444,3D
JVASP-2436,Na2 S4 Sb2,0.7555,1.6338,0.8783,jarvis_3d,jarvis,high,mp-5414,3D
JVASP-1291,O1 Yb1,3.5808,5.8034,2.2226,jarvis_3d,jarvis,high,mp-1216,3D
JVASP-2385,Na2 Zn2 P2,0.8346,1.7558,0.9212,jarvis_3d,jarvis,high,mp-4824,3D
JVASP-1261,F2 Hg2,1.8305,2.373,0.5425000000000002,jarvis_3d,jarvis,high,mp-706,3D
JVASP-3273,K6 As2,0.523,1.5337,1.0107,jarvis_3d,jarvis,high,mp-14018,3D
JVASP-1426,Sc1 Sn1 Au1,0.091,0.0963,0.005299999999999999,jarvis_3d,jarvis,high,mp-2894,3D
JVASP-3618,Ba2 Br2 F2,4.9062,6.3792,1.4729999999999999,jarvis_3d,jarvis,high,mp-23070,3D
JVASP-2382,S4 Ga2 Hg1,1.5332,2.8314,1.2982,jarvis_3d,jarvis,high,mp-4809,3D
JVASP-2778,O1 P2 Sr4,1.2212,1.9295,0.7082999999999999,jarvis_3d,jarvis,high,mp-8298,3D
JVASP-3825,Er2 S2 Cl2,2.8441,3.9386,1.0945,jarvis_3d,jarvis,high,mp-27616,3D
JVASP-2322,Dy2 Ag2 Te4,0.8761,1.3398,0.4637000000000001,jarvis_3d,jarvis,high,mp-4024,3D
JVASP-1522,N2 Na1 Nb1,0.8917,1.378,0.48629999999999984,jarvis_3d,jarvis,high,mp-7017,3D
JVASP-2154,Zn2 F4,3.6316,6.3907,2.7590999999999997,jarvis_3d,jarvis,high,mp-1873,3D
JVASP-3126,Ta1 Cu3 S4,2.0565,2.1256,0.06909999999999972,jarvis_3d,jarvis,high,mp-10748,3D
JVASP-4047,Li4 N1 Cl1,1.9611,2.9192,0.9581,jarvis_3d,jarvis,high,mp-29149,3D
JVASP-1408,Al1 Sb1,1.3217,1.7769,0.4551999999999998,jarvis_3d,jarvis,high,mp-2624,3D
JVASP-3927,Pr2 Cl2 O2,4.6469,5.8751,1.2282000000000002,jarvis_3d,jarvis,high,mp-27984,3D
JVASP-1999,Cl1 Rb1,5.0751,7.8694,2.7943,jarvis_3d,jarvis,high,mp-23295,3D
JVASP-2505,Rb1 Cd1 F3,3.2686,6.2864,3.0178000000000003,jarvis_3d,jarvis,high,mp-6951,3D
JVASP-1546,O2 Rb1 Er1,3.706,5.366,1.6599999999999997,jarvis_3d,jarvis,high,mp-7477,3D
JVASP-1276,S1 Sr1,2.5397,3.6129,1.0732,jarvis_3d,jarvis,high,mp-1087,3D
JVASP-1582,S1 Rb2,1.9785,4.4112,2.4327,jarvis_3d,jarvis,high,mp-8041,3D
JVASP-3252,Sm2 Se1 O2,2.3161,3.697,1.3809,jarvis_3d,jarvis,high,mp-13972,3D
JVASP-2661,Al2 S4 Hg1,2.0744,3.0307,0.9563000000000001,jarvis_3d,jarvis,high,mp-7906,3D
JVASP-2565,K2 Zn2 P2,0.9378,2.1006,1.1628,jarvis_3d,jarvis,high,mp-7437,3D
JVASP-1327,Al1 P1,1.7939,2.5631,0.7691999999999999,jarvis_3d,jarvis,high,mp-1550,3D
JVASP-1894,Na1 S2 In1,1.8476,3.1912,1.3436,jarvis_3d,jarvis,high,mp-20289,3D
JVASP-3327,O2 Te1 Sm2,1.5654,2.3103,0.7448999999999999,jarvis_3d,jarvis,high,mp-16033,3D
JVASP-1804,S2 K1 Pr1,2.254,3.2612,1.0072,jarvis_3d,jarvis,high,mp-15782,3D
JVASP-1786,O2 Cu1 Sm1,2.5872,2.7999,0.2126999999999999,jarvis_3d,jarvis,high,mp-13695,3D
JVASP-2133,Hg4 O4,1.217,1.9162,0.6991999999999998,jarvis_3d,jarvis,high,mp-1224,3D
JVASP-2301,Sm2 S2 F2,1.3074,2.443,1.1356000000000002,jarvis_3d,jarvis,high,mp-3931,3D
JVASP-2190,O4 K4,2.6955,4.8343,2.1388,jarvis_3d,jarvis,high,mp-2672,3D
JVASP-3720,H4 Mg1 K2,3.9641,6.221,2.2569,jarvis_3d,jarvis,high,mp-23956,3D
JVASP-2853,Rb2 Li2 S2,3.0625,3.6788,0.6162999999999998,jarvis_3d,jarvis,high,mp-8751,3D
JVASP-1447,Na1 S2 Er1,2.3589,3.3022,0.9432999999999998,jarvis_3d,jarvis,high,mp-3613,3D
JVASP-2844,K2 Te2 Pt1,0.8637,1.3234,0.4596999999999999,jarvis_3d,jarvis,high,mp-8623,3D
JVASP-2931,Al2 Te5,1.055,1.5474,0.49240000000000017,jarvis_3d,jarvis,high,mp-9254,3D
JVASP-3414,In4 S4,0.947,1.7693,0.8223000000000001,jarvis_3d,jarvis,high,mp-19795,3D
JVASP-2751,Sr1 Zn2 P2,0.7675,1.4554,0.6879000000000001,jarvis_3d,jarvis,high,mp-8276,3D
JVASP-1609,O2 Na1 Rh1,1.317,1.4829,0.16590000000000016,jarvis_3d,jarvis,high,mp-8830,3D
JVASP-3654,Cl6 Sc2,3.5349,3.8642,0.3292999999999999,jarvis_3d,jarvis,high,mp-23309,3D
JVASP-3180,F6 K1 Au1,2.0025,2.1427,0.1402000000000001,jarvis_3d,jarvis,high,mp-12442,3D
JVASP-3612,Cl6 K2 Pd1,1.1074,1.7962,0.6888000000000001,jarvis_3d,jarvis,high,mp-23067,3D
JVASP-3999,Na4 P2 Hg1,0.9422,1.8677,0.9254999999999999,jarvis_3d,jarvis,high,mp-28591,3D
JVASP-3321,Zn1 Ga2 Te4,0.9904,1.7413,0.7509000000000001,jarvis_3d,jarvis,high,mp-15777,3D
JVASP-3705,Sr2 H2 Cl2,3.9806,5.2881,1.3075,jarvis_3d,jarvis,high,mp-23860,3D
JVASP-2520,Ca1 Cd2 As2,0.0372,1.1421,1.1049,jarvis_3d,jarvis,high,mp-7067,3D
JVASP-2193,Sb4 Os2,0.0419,0.6265,0.5845999999999999,jarvis_3d,jarvis,high,mp-2695,3D
JVASP-1297,Na2 Se1,2.1726,3.9328,1.7601999999999998,jarvis_3d,jarvis,high,mp-1266,3D
JVASP-2178,Na4 S4,1.2785,2.7567,1.4782,jarvis_3d,jarvis,high,mp-2400,3D
JVASP-2379,Pr2 Se1 O2,2.3229,3.6182,1.2952999999999997,jarvis_3d,jarvis,high,mp-4764,3D
JVASP-2325,S4 Rb2 Pt3,1.4205,1.7535,0.33299999999999996,jarvis_3d,jarvis,high,mp-4030,3D
JVASP-2994,Ca1 Mg2 Sb2,0.9012,1.2267,0.3254999999999999,jarvis_3d,jarvis,high,mp-9565,3D
JVASP-2592,S4 Ta1 Tl3,2.6543,3.203,0.5486999999999997,jarvis_3d,jarvis,high,mp-7562,3D
JVASP-3120,Se4 Ta1 Tl3,2.2366,2.6101,0.37349999999999994,jarvis_3d,jarvis,high,mp-10644,3D
JVASP-3192,P1 S4 K1 Ag2,1.0572,2.3727,1.3155000000000001,jarvis_3d,jarvis,high,mp-12532,3D
JVASP-1225,Bi8 O12,2.1894,3.3978,1.2084000000000001,jarvis_3d,jarvis,high,mp-23262,3D
JVASP-2409,O2 Rb2 Hg1,2.1974,3.191,0.9935999999999998,jarvis_3d,jarvis,high,mp-5072,3D
JVASP-2763,Ba1 Mg2 As2,1.1521,1.6045,0.45240000000000014,jarvis_3d,jarvis,high,mp-8280,3D
JVASP-1843,Li1 Se2 Ho1,1.5992,2.2028,0.6035999999999999,jarvis_3d,jarvis,high,mp-15796,3D
JVASP-2157,F6 Sb2,4.657,6.566,1.9089999999999998,jarvis_3d,jarvis,high,mp-1880,3D
JVASP-2340,O3 Sr2 Pd1,0.0121,0.0154,0.003300000000000001,jarvis_3d,jarvis,high,mp-4359,3D
JVASP-2835,Ba1 Ag2 S2,0.9243,2.3651,1.4407999999999999,jarvis_3d,jarvis,high,mp-8579,3D
JVASP-3681,Ag2 I4 Hg1,1.0656,2.1218,1.0561999999999998,jarvis_3d,jarvis,high,mp-23485,3D
JVASP-4074,P2 I4,1.5601,2.3942,0.8341000000000001,jarvis_3d,jarvis,high,mp-29443,3D
JVASP-3291,O2 F2 Tb2,5.2119,7.0415,1.8296000000000001,jarvis_3d,jarvis,high,mp-14093,3D
JVASP-1177,Ga1 Sb1,0.1079,0.5935,0.48560000000000003,jarvis_3d,jarvis,high,mp-1156,3D
JVASP-1888,In1 Hg1,0.0022,0.0048,0.0025999999999999994,jarvis_3d,jarvis,high,mp-20132,3D
JVASP-1549,O2 Rb1 Tm1,3.7825,5.6248,1.8422999999999994,jarvis_3d,jarvis,high,mp-7478,3D
JVASP-1378,Sc1 B2,0.0097,0.0102,0.0005000000000000004,jarvis_3d,jarvis,high,mp-2252,3D
JVASP-3753,V2 Cl2 O2,0.0005,0.0005,0.0,jarvis_3d,jarvis,high,mp-25118,3D
JVASP-2670,Al2 Cd1 Te4,1.6687,2.5519,0.8831999999999998,jarvis_3d,jarvis,high,mp-7909,3D
JVASP-3249,Nd2 Se1 O2,2.3138,3.6273,1.3135,jarvis_3d,jarvis,high,mp-13971,3D
JVASP-3144,Ga2 Ag2 O4,0.7878,1.7602,0.9724,jarvis_3d,jarvis,high,mp-11020,3D
JVASP-3792,Br6 Ir2,1.4228,1.7041,0.2812999999999999,jarvis_3d,jarvis,high,mp-27397,3D
JVASP-3333,O2 Te1 Tb2,1.3522,2.0682,0.716,jarvis_3d,jarvis,high,mp-16036,3D
JVASP-1654,S2 Rb1 Pr1,2.2049,3.332,1.1271,jarvis_3d,jarvis,high,mp-9362,3D
JVASP-1681,N2 Sr1 Hf1,0.1624,1.478,1.3155999999999999,jarvis_3d,jarvis,high,mp-9383,3D
JVASP-3468,Zn1 In2 Te4,0.7706,1.7741,1.0035,jarvis_3d,jarvis,high,mp-20832,3D
JVASP-3897,Rh2 Br6,1.1667,1.3161,0.14939999999999998,jarvis_3d,jarvis,high,mp-27871,3D
JVASP-4038,K2 Sb4,0.0316,0.8554,0.8238000000000001,jarvis_3d,jarvis,high,mp-29055,3D
JVASP-2121,As4 Ru2,0.0886,0.6259,0.5373,jarvis_3d,jarvis,high,mp-766,3D
JVASP-3447,F6 Pt1 Pb1,1.9487,2.2363,0.28759999999999986,jarvis_3d,jarvis,high,mp-20458,3D
JVASP-1996,Na1 I1,3.8506,5.6716,1.8209999999999997,jarvis_3d,jarvis,high,mp-23268,3D
JVASP-3657,Cl6 Rb2 Pt1,1.7163,2.2375,0.5211999999999999,jarvis_3d,jarvis,high,mp-23350,3D
JVASP-1423,Se2 Au2,0.0374,0.0413,0.0039000000000000007,jarvis_3d,jarvis,high,mp-2793,3D
JVASP-1270,S1 K2,2.3842,4.9973,2.6131,jarvis_3d,jarvis,high,mp-1022,3D
JVASP-1303,Nd1 Mg1,0.0244,0.0268,0.0023999999999999994,jarvis_3d,jarvis,high,mp-1327,3D
JVASP-3783,Ca3 As1 Br3,1.5645,2.176,0.6115000000000002,jarvis_3d,jarvis,high,mp-27294,3D
JVASP-4149,Rb2 Te5,0.0201,0.765,0.7449,jarvis_3d,jarvis,high,mp-31002,3D
JVASP-1387,O1 Na2,2.2139,4.707,2.4930999999999996,jarvis_3d,jarvis,high,mp-2352,3D
JVASP-1750,Pd1 Sb1 Er1,0.0087,0.128,0.1193,jarvis_3d,jarvis,high,mp-11836,3D
