material_id,formula,cif_path,pbe_bandgap,hse_bandgap,gap_type,correction,formation_energy,total_energy,spacegroup
JVASP-19871,ErCd,FAILED_JVASP-19871.cif,0.0,0.0,mBJ,0.0,-0.34079,,Pm-3m
JVASP-71048,MgBeSb2,FAILED_JVASP-71048.cif,0.0,0.0,mBJ,0.0,0.18833,,P4mm
JVASP-70761,KNa2Be,FAILED_JVASP-70761.cif,0.0,0.0,mBJ,0.0,0.47338,,P4mm
JVASP-70484,Be2NbCo,FAILED_JVASP-70484.cif,0.491,0.452,mBJ,-0.039,-0.16605,,F-43m
JVASP-71993,BeCr2Te,FAILED_JVASP-71993.cif,0.0,0.0,mBJ,0.0,0.58097,,I-4m2
JVASP-72092,Ti2BeTl,FAILED_JVASP-72092.cif,0.0,0.0,mBJ,0.0,0.10943,,I4/mmm
JVASP-53982,BN,FAILED_JVASP-53982.cif,5.91,7.136,mBJ,1.226,-1.11459,,Pnma
JVASP-74753,ScBeHg2,FAILED_JVASP-74753.cif,0.0,0.0,mBJ,0.0,0.08507,,Fm-3m
JVASP-18841,Sr3In,FAILED_JVASP-18841.cif,0.0,0.0,mBJ,0.0,-0.18201,,Fm-3m
JVASP-71896,TiBeGa2,FAILED_JVASP-71896.cif,0.0,0.0,mBJ,0.0,-0.13278,,I-4m2
JVASP-105760,ErMg3,FAILED_JVASP-105760.cif,0.0,0.0,mBJ,0.0,-0.0476,,P6_3/mmc
JVASP-85552,UO2F2,FAILED_JVASP-85552.cif,2.392,2.318,mBJ,-0.074,-3.25271,,C2/m
JVASP-74222,Na2TaBe,FAILED_JVASP-74222.cif,0.0,0.0,mBJ,0.0,1.16021,,F-43m
JVASP-1375,Li3N,FAILED_JVASP-1375.cif,1.292,2.384,mBJ,1.092,-0.52731,,P6/mmm
JVASP-72398,BeCd2Fe,FAILED_JVASP-72398.cif,0.0,0.0,mBJ,0.0,0.48496,,I-4m2
JVASP-74316,K2BeTe,FAILED_JVASP-74316.cif,0.0,0.0,mBJ,0.0,-0.05393,,P4/mmm
JVASP-71159,BeMo4Os,FAILED_JVASP-71159.cif,0.0,0.0,mBJ,0.0,0.54591,,F-43m
JVASP-71787,BeSi2W,FAILED_JVASP-71787.cif,0.0,0.0,mBJ,0.0,0.14353,,I-4m2
JVASP-71582,BeTl2Fe,FAILED_JVASP-71582.cif,0.0,0.0,mBJ,0.0,0.4809,,P4mm
JVASP-74704,TiBeBi2,FAILED_JVASP-74704.cif,0.0,0.0,mBJ,0.0,0.50151,,I4/mmm
JVASP-3705,SrHCl,FAILED_JVASP-3705.cif,3.981,5.288,mBJ,1.307,-1.71826,,P4/nmm
JVASP-15314,Sc3AlC,FAILED_JVASP-15314.cif,0.0,0.0,mBJ,0.0,-0.66365,,Pm-3m
JVASP-85712,CaH2CClO3,FAILED_JVASP-85712.cif,3.618,4.945,mBJ,1.327,-1.74276,,C2/m
JVASP-18952,Cr3Si,FAILED_JVASP-18952.cif,0.0,0.0,mBJ,0.0,-0.2875,,Pm-3n
JVASP-74395,NaBeBi2,FAILED_JVASP-74395.cif,0.0,0.0,mBJ,0.0,0.31097,,I4/mmm
JVASP-70942,Hf2BeGa,FAILED_JVASP-70942.cif,0.0,0.0,mBJ,0.0,-0.05113,,P4mm
JVASP-92982,CaCrF6,FAILED_JVASP-92982.cif,0.0,0.0,mBJ,0.0,-3.1674,,R-3
JVASP-71386,TaBeBr,FAILED_JVASP-71386.cif,0.0,0.0,mBJ,0.0,0.27596,,P3m1
JVASP-71049,ScBeTl,FAILED_JVASP-71049.cif,0.0,0.0,mBJ,0.0,-0.04784,,P-6m2
JVASP-71426,MnBePb2,FAILED_JVASP-71426.cif,0.0,0.0,mBJ,0.0,0.42415,,P4mm
JVASP-71279,TaTiBe2,FAILED_JVASP-71279.cif,0.0,0.0,mBJ,0.0,-0.02402,,P4/mmm
JVASP-69433,BeTc2Te2,FAILED_JVASP-69433.cif,0.0,0.0,mBJ,0.0,0.65382,,I4/mmm
JVASP-15,ZrTe,FAILED_JVASP-15.cif,0.0,0.0,mBJ,0.0,-0.64471,,P6_3/mmc
JVASP-18664,V5Sb4,FAILED_JVASP-18664.cif,0.0,0.0,mBJ,0.0,-0.10038,,I4/m
JVASP-71089,NaBe2Pt,FAILED_JVASP-71089.cif,0.0,0.0,mBJ,0.0,0.08056,,P4/mmm
JVASP-71836,BeCr2Tc,FAILED_JVASP-71836.cif,0.0,0.0,mBJ,0.0,0.04755,,I4/mmm
JVASP-74360,Be2NbRu,FAILED_JVASP-74360.cif,0.0,0.0,mBJ,0.0,-0.06025,,I-4m2
JVASP-74520,Be2CrSb,FAILED_JVASP-74520.cif,0.0,0.0,mBJ,0.0,0.3435,,I-4m2
JVASP-15447,USi2Pd2,FAILED_JVASP-15447.cif,0.0,0.0,mBJ,0.0,-0.55397,,I4/mmm
JVASP-1327,AlP,FAILED_JVASP-1327.cif,1.794,2.563,mBJ,0.769,-0.75173,,F-43m
JVASP-106047,Li2IBr,FAILED_JVASP-106047.cif,4.209,5.884,mBJ,1.675,-1.46356,,P3m1
JVASP-14970,Si2Mo,FAILED_JVASP-14970.cif,0.0,0.0,mBJ,0.0,-0.33639,,I4/mmm
JVASP-99060,RbInMo2O8,FAILED_JVASP-99060.cif,4.071,4.721,mBJ,0.65,-2.11126,,P-3m1
JVASP-74754,TaBe2Pd,FAILED_JVASP-74754.cif,0.0,0.0,mBJ,0.0,-0.0043,,I-4m2
JVASP-75001,K2BeMo,FAILED_JVASP-75001.cif,0.0,0.0,mBJ,0.0,1.48117,,F-43m
JVASP-71897,TiBeGe2,FAILED_JVASP-71897.cif,0.0,0.0,mBJ,0.0,-0.14592,,I-4m2
JVASP-95484,BeF2,FAILED_JVASP-95484.cif,8.036,13.386,mBJ,5.35,-3.40295,,I-43m
JVASP-74579,Sr2BeV,FAILED_JVASP-74579.cif,0.0,0.0,mBJ,0.0,0.84807,,I-4m2
JVASP-105979,Ti2NbAl,FAILED_JVASP-105979.cif,0.0,0.0,mBJ,0.0,-0.27689,,Cmcm
JVASP-19928,TmCu,FAILED_JVASP-19928.cif,0.0,0.0,mBJ,0.0,-0.3439,,Pm-3m
JVASP-74444,TaBeOs,FAILED_JVASP-74444.cif,0.0,0.0,mBJ,0.0,0.09513,,P3m1
JVASP-29262,Bi2SeO5,FAILED_JVASP-29262.cif,2.911,4.246,mBJ,1.335,-1.25067,,Aem2
JVASP-81,GaSe,FAILED_JVASP-81.cif,0.725,1.6,HSE,0.875,-0.58159,,P6_3/mmc
JVASP-74271,Be2InCl,FAILED_JVASP-74271.cif,0.0,0.0,mBJ,0.0,0.61559,,I-4m2
JVASP-71791,Be2WCl,FAILED_JVASP-71791.cif,0.0,0.0,mBJ,0.0,0.24679,,P4/mmm
JVASP-3708,BaHCl,FAILED_JVASP-3708.cif,3.582,4.838,mBJ,1.256,-1.71884,,P4/nmm
JVASP-72416,BeCd2Co,FAILED_JVASP-72416.cif,0.0,0.0,mBJ,0.0,0.38894,,Fm-3m
JVASP-74707,Be2NiMo,FAILED_JVASP-74707.cif,0.0,0.0,mBJ,0.0,-0.14923,,P4mm
JVASP-74185,Be2NbTc,FAILED_JVASP-74185.cif,0.0,0.0,mBJ,0.0,0.01652,,I-4m2
JVASP-2023,TlBiTe2,FAILED_JVASP-2023.cif,0.456,0.755,mBJ,0.299,-0.3112,,R-3m
JVASP-74622,Sc2BeTc,FAILED_JVASP-74622.cif,0.0,0.0,mBJ,0.0,-0.16996,,Fm-3m
JVASP-105699,BaCaI4,FAILED_JVASP-105699.cif,2.669,4.02,mBJ,1.351,-1.69054,,P4/mmm
JVASP-71734,Li2BeNi,FAILED_JVASP-71734.cif,0.0,0.0,mBJ,0.0,0.00134,,P4/mmm
JVASP-1378,ScB2,FAILED_JVASP-1378.cif,0.0,0.0,mBJ,0.0,-0.88426,,P6/mmm
JVASP-74482,BeGaHg,FAILED_JVASP-74482.cif,0.0,0.0,mBJ,0.0,0.43272,,P3m1
JVASP-71052,BeGaIr2,FAILED_JVASP-71052.cif,0.0,0.0,mBJ,0.0,-0.28638,,P4mm
JVASP-74318,BeSiNi,FAILED_JVASP-74318.cif,0.0,0.0,mBJ,0.0,-0.01893,,P3m1
JVASP-74227,Hf2MgBe,FAILED_JVASP-74227.cif,0.0,0.0,mBJ,0.0,0.20365,,P4/mmm
JVASP-74399,BePtBr2,FAILED_JVASP-74399.cif,0.0,0.0,mBJ,0.0,0.73195,,Fm-3m
JVASP-72426,K2BeRu,FAILED_JVASP-72426.cif,0.0,0.0,mBJ,0.0,1.09823,,I4/mmm
JVASP-70944,BeBiIr2,FAILED_JVASP-70944.cif,0.0,0.0,mBJ,0.0,0.21058,,P4mm
JVASP-2157,SbF3,FAILED_JVASP-2157.cif,4.626,6.566,mBJ,1.94,-2.44631,,Ama2
JVASP-70488,Be2PdW,FAILED_JVASP-70488.cif,0.0,0.0,mBJ,0.0,0.04616,,I-4m2
JVASP-96779,HfAlCo2,FAILED_JVASP-96779.cif,0.0,0.0,mBJ,0.0,-0.5985,,Fm-3m
JVASP-105831,NdAs3,FAILED_JVASP-105831.cif,0.0,0.0,mBJ,0.0,-0.54681,,I4/mmm
JVASP-3201,YAgTe2,FAILED_JVASP-3201.cif,0.844,1.162,mBJ,0.318,-0.95552,,P-42_1m
JVASP-75002,ScBeCd2,FAILED_JVASP-75002.cif,0.0,0.0,mBJ,0.0,0.02837,,Fm-3m
JVASP-22566,RbAlF4,FAILED_JVASP-22566.cif,7.364,9.968,mBJ,2.604,-3.56722,,P4/mmm
JVASP-71996,BeNbCr2,FAILED_JVASP-71996.cif,0.0,0.0,mBJ,0.0,0.22689,,I4/mmm
JVASP-14971,AlNi3,FAILED_JVASP-14971.cif,0.0,0.0,mBJ,0.0,-0.43843,,Pm-3m
JVASP-74806,ZrBe2Os,FAILED_JVASP-74806.cif,0.0,0.0,mBJ,0.0,0.0148,,I-4m2
JVASP-54386,NbFeO4,FAILED_JVASP-54386.cif,0.0,0.0,mBJ,0.0,-2.10682,,P2/c
JVASP-23440,Sr2AsAu,FAILED_JVASP-23440.cif,0.559,0.838,mBJ,0.279,-1.10025,,Fm-3m
JVASP-71620,BeVPt2,FAILED_JVASP-71620.cif,0.0,0.0,mBJ,0.0,-0.38378,,I-4m2
JVASP-74445,Be2GeIr,FAILED_JVASP-74445.cif,0.0,0.0,mBJ,0.0,-0.13197,,I-4m2
JVASP-18705,TiGaNi,FAILED_JVASP-18705.cif,0.0,0.0,mBJ,0.0,-0.54771,,P-62m
JVASP-69446,HfBe2Ge,FAILED_JVASP-69446.cif,0.0,0.0,mBJ,0.0,0.03686,,I-4m2
JVASP-74711,Sc2BeV,FAILED_JVASP-74711.cif,0.0,0.0,mBJ,0.0,0.1506,,Fm-3m
JVASP-3711,BaHI,FAILED_JVASP-3711.cif,3.021,3.724,mBJ,0.703,-1.33748,,P4/nmm
JVASP-3144,GaAgO2,FAILED_JVASP-3144.cif,0.788,1.76,mBJ,0.972,-1.38062,,P6_3/mmc
JVASP-587,NbTe2,FAILED_JVASP-587.cif,0.0,0.0,mBJ,0.0,-0.41691,,P-3m1
JVASP-74581,BeFeBi2,FAILED_JVASP-74581.cif,0.0,0.0,mBJ,0.0,0.78934,,I4/mmm
JVASP-74186,Be2TlTc,FAILED_JVASP-74186.cif,0.055,0.192,mBJ,0.137,0.38384,,I-4m2
JVASP-71621,LiTiBe,FAILED_JVASP-71621.cif,0.0,0.0,mBJ,0.0,0.2743,,P3m1
JVASP-71954,BeGa2Ru,FAILED_JVASP-71954.cif,0.0,0.0,mBJ,0.0,-0.13455,,I-4m2
JVASP-43091,KLiZnS2,FAILED_JVASP-43091.cif,2.592,3.936,mBJ,1.344,-1.25947,,I-4m2
JVASP-14805,PrP,FAILED_JVASP-14805.cif,0.0,0.0,mBJ,0.0,-1.61374,,Fm-3m
JVASP-74665,TiBeCd2,FAILED_JVASP-74665.cif,0.0,0.0,mBJ,0.0,0.2874,,F-43m
JVASP-105980,Ti2CuNi,FAILED_JVASP-105980.cif,0.0,0.0,mBJ,0.0,-0.23585,,Pmm2
JVASP-74526,ScBe2Sb,FAILED_JVASP-74526.cif,0.0,0.0,mBJ,0.0,0.04911,,I-4m2
JVASP-71053,BeIrOs2,FAILED_JVASP-71053.cif,0.0,0.0,mBJ,0.0,-0.15001,,P4mm
JVASP-74807,Be2NbSb,FAILED_JVASP-74807.cif,0.0,0.0,mBJ,0.0,0.01854,,I-4m2
JVASP-99256,ThGeO4,FAILED_JVASP-99256.cif,4.166,4.633,mBJ,0.467,-2.97598,,I4_1/a
JVASP-44018,Fe6O7F5,FAILED_JVASP-44018.cif,0.0,0.0,mBJ,0.0,-1.70153,,P1
JVASP-105700,AgClO3,FAILED_JVASP-105700.cif,2.644,4.511,mBJ,1.867,0.05292,,R3m
JVASP-3807,TmIO,FAILED_JVASP-3807.cif,3.43,4.507,mBJ,1.077,-2.91766,,P4/nmm
JVASP-74757,K2BeNb,FAILED_JVASP-74757.cif,0.0,0.0,mBJ,0.0,1.41265,,F-43m
JVASP-50365,BaNa4O3,FAILED_JVASP-50365.cif,1.805,4.243,mBJ,2.438,-1.62703,,Cc
JVASP-16224,ScSi,FAILED_JVASP-16224.cif,0.0,0.0,mBJ,0.0,-0.81742,,Cmcm
JVASP-74188,Be2TlRe,FAILED_JVASP-74188.cif,0.0,0.061,mBJ,0.061,0.52923,,I-4m2
JVASP-105832,NpSe3,FAILED_JVASP-105832.cif,0.0,0.0,mBJ,0.0,-0.73549,,I4/mmm
JVASP-16052,CaCuP,FAILED_JVASP-16052.cif,0.0,0.28,mBJ,0.28,-0.95598,,P6_3/mmc
JVASP-15269,AlFe2B2,FAILED_JVASP-15269.cif,0.0,0.0,mBJ,0.0,-0.37049,,Cmmm
JVASP-74951,Be2GeIr,FAILED_JVASP-74951.cif,0.0,0.0,mBJ,0.0,-0.05736,,P4mm
JVASP-74583,NaBeCl2,FAILED_JVASP-74583.cif,0.0,2.357,mBJ,2.357,-0.52832,,Fm-3m
JVASP-1981,ZrCl2,FAILED_JVASP-1981.cif,0.866,0.962,mBJ,0.096,-1.762,,R3m
JVASP-14564,ErAu2,FAILED_JVASP-14564.cif,0.0,0.0,mBJ,0.0,-0.94883,,I4/mmm
JVASP-3312,Na2CuAs,FAILED_JVASP-3312.cif,0.812,1.961,mBJ,1.149,-0.4243,,Cmcm
JVASP-18706,TiGaNi2,FAILED_JVASP-18706.cif,0.0,0.0,mBJ,0.0,-0.54134,,Fm-3m
JVASP-71740,BeNb2P,FAILED_JVASP-71740.cif,0.0,0.0,mBJ,0.0,-0.13984,,I-4m2
JVASP-74626,LiBeGa,FAILED_JVASP-74626.cif,0.0,0.0,mBJ,0.0,0.19342,,P3m1
JVASP-74447,ScBe2Br,FAILED_JVASP-74447.cif,0.0,0.0,mBJ,0.0,0.26182,,I-4m2
JVASP-74714,Be2RhPb,FAILED_JVASP-74714.cif,0.0,0.0,mBJ,0.0,0.26898,,I-4m2
JVASP-74281,Ca2ScBe,FAILED_JVASP-74281.cif,0.0,0.0,mBJ,0.0,0.38264,,P4/mmm
JVASP-2005,NaH,FAILED_JVASP-2005.cif,4.845,7.205,mBJ,2.36,-0.30057,,Fm-3m
JVASP-74367,Hf2BeZn,FAILED_JVASP-74367.cif,0.0,0.0,mBJ,0.0,-0.1001,,Fm-3m
JVASP-74487,ScBe2Te,FAILED_JVASP-74487.cif,0.0,0.0,mBJ,0.0,0.02531,,I-4m2
JVASP-74322,Be2VZn,FAILED_JVASP-74322.cif,0.0,0.0,mBJ,0.0,0.23708,,I-4m2
JVASP-74667,MnBe2Cl2,FAILED_JVASP-74667.cif,0.0,0.0,mBJ,0.0,0.57513,,I4/mmm
JVASP-74855,BeOsBr2,FAILED_JVASP-74855.cif,0.0,0.0,mBJ,0.0,1.29026,,Fm-3m
JVASP-3147,ScAgO2,FAILED_JVASP-3147.cif,2.294,3.012,mBJ,0.718,-2.4794,,P6_3/mmc
JVASP-74808,TaBeGa,FAILED_JVASP-74808.cif,0.0,0.0,mBJ,0.0,0.27264,,P3m1
JVASP-71841,Mn2BeV,FAILED_JVASP-71841.cif,0.0,0.0,mBJ,0.0,-0.04181,,I-4m2
JVASP-105634,K2IrAuF6,FAILED_JVASP-105634.cif,0.567,1.571,mBJ,1.004,-1.81084,,Fm-3m
JVASP-106058,KRbCl2,FAILED_JVASP-106058.cif,5.224,7.996,mBJ,2.772,-2.05194,,P4/mmm
JVASP-105981,TePb2S,FAILED_JVASP-105981.cif,0.446,0.81,mBJ,0.364,-0.44058,,P4/mmm
JVASP-71054,BeTc2Rh,FAILED_JVASP-71054.cif,0.0,0.0,mBJ,0.0,-0.18435,,P4mm
JVASP-71679,BeCr2Cu,FAILED_JVASP-71679.cif,0.0,0.0,mBJ,0.0,0.24908,,I-4m2
JVASP-74856,Li2YBe,FAILED_JVASP-74856.cif,0.0,0.0,mBJ,0.0,0.20542,,F-43m
JVASP-20068,B2Ru,FAILED_JVASP-20068.cif,0.0,0.0,mBJ,0.0,-0.24644,,Pmmn
JVASP-74189,TaBe2Cd,FAILED_JVASP-74189.cif,0.0,0.0,mBJ,0.0,0.53464,,I-4m2
JVASP-106137,Al2Te3,FAILED_JVASP-106137.cif,1.456,2.042,mBJ,0.586,-0.48565,,Cc
JVASP-74759,Be2TcGe,FAILED_JVASP-74759.cif,0.0,0.0,mBJ,0.0,-0.11512,,I-4m2
JVASP-19872,TaAl3,FAILED_JVASP-19872.cif,0.0,0.0,mBJ,0.0,-0.31744,,I4/mmm
JVASP-1984,HgBr,FAILED_JVASP-1984.cif,1.818,2.618,mBJ,0.8,-0.26713,,I4/mmm
JVASP-3810,YCl3,FAILED_JVASP-3810.cif,4.565,5.283,mBJ,0.718,-2.36393,,C2/m
JVASP-74858,Be2NbRe,FAILED_JVASP-74858.cif,0.0,0.0,mBJ,0.0,0.06972,,I-4m2
JVASP-74488,TiBe2Rh,FAILED_JVASP-74488.cif,0.0,0.0,mBJ,0.0,-0.34328,,F-43m
JVASP-74449,BeCu4Tc,FAILED_JVASP-74449.cif,0.0,0.0,mBJ,0.0,0.41023,,F-43m
JVASP-95048,PtO2,FAILED_JVASP-95048.cif,0.0,0.0,mBJ,0.0,-0.5898,,P4_2/mnm
JVASP-1330,Be2C,FAILED_JVASP-1330.cif,1.492,1.777,mBJ,0.285,-0.34245,,Fm-3m
JVASP-71999,BeVSi2,FAILED_JVASP-71999.cif,0.0,0.0,mBJ,0.0,-0.04069,,I4/mmm
JVASP-14261,YbMn2As2,FAILED_JVASP-14261.cif,0.0,0.0,mBJ,0.0,-0.49178,,P-3m1
JVASP-74809,BeSiRh,FAILED_JVASP-74809.cif,0.0,0.0,mBJ,0.0,-0.12342,,P3m1
JVASP-105701,AlPdO3,FAILED_JVASP-105701.cif,0.0,0.0,mBJ,0.0,-1.78736,,P6_3/mmc
JVASP-15042,TbPd3,FAILED_JVASP-15042.cif,0.0,0.0,mBJ,0.0,-0.91481,,Pm-3m
JVASP-3714,CaH2O2,FAILED_JVASP-3714.cif,4.465,6.937,mBJ,2.472,-1.99357,,P-3m1
JVASP-71627,BeCu2Pt,FAILED_JVASP-71627.cif,0.0,0.0,mBJ,0.0,-0.20505,,I4/mmm
JVASP-74905,K2BeOs,FAILED_JVASP-74905.cif,0.179,0.402,mBJ,0.223,1.32504,,F-43m
JVASP-74190,Mg2TiBe,FAILED_JVASP-74190.cif,0.0,0.0,mBJ,0.0,0.28191,,F-43m
JVASP-74672,Be2CoNi,FAILED_JVASP-74672.cif,0.0,0.0,mBJ,0.0,-0.19486,,P4mm
JVASP-106060,K2MgCuF6,FAILED_JVASP-106060.cif,0.0,0.0,mBJ,0.0,-2.8894,,P4/mmm
JVASP-14642,V3As,FAILED_JVASP-14642.cif,0.0,0.0,mBJ,0.0,-0.41009,,Pm-3n
JVASP-74535,BeCuCl,FAILED_JVASP-74535.cif,0.0,0.0,mBJ,0.0,-0.15111,,P3m1
JVASP-71844,BeVP2,FAILED_JVASP-71844.cif,0.0,0.0,mBJ,0.0,0.03507,,I-4m2
JVASP-74585,Be2CrBi,FAILED_JVASP-74585.cif,0.0,0.0,mBJ,0.0,0.66449,,I-4m2
JVASP-96514,CdHgC4S4N4,FAILED_JVASP-96514.cif,2.227,3.215,mBJ,0.988,0.18293,,I-4
JVASP-108088,Ni2H,FAILED_JVASP-108088.cif,0.0,0.0,mBJ,0.0,0.01899,,R-3m
JVASP-74405,Be2InIr,FAILED_JVASP-74405.cif,0.0,0.0,mBJ,0.0,0.00143,,I-4m2
JVASP-3816,PI3,FAILED_JVASP-3816.cif,1.972,2.737,mBJ,0.765,-0.03756,,P6_3
JVASP-74906,Be2PdPb,FAILED_JVASP-74906.cif,0.0,0.0,mBJ,0.0,0.35242,,I-4m2
JVASP-74239,HfBe2Ru,FAILED_JVASP-74239.cif,0.0,0.0,mBJ,0.0,-0.08317,,P4mm
JVASP-74191,K2BeRe,FAILED_JVASP-74191.cif,0.0,0.0,mBJ,0.0,1.6088,,F-43m
JVASP-74494,Be2SiRu,FAILED_JVASP-74494.cif,0.0,0.0,mBJ,0.0,-0.27406,,I-4m2
JVASP-16145,YbRbS2,FAILED_JVASP-16145.cif,0.0,0.0,mBJ,0.0,-1.4933,,R-3m
JVASP-74536,BePOs,FAILED_JVASP-74536.cif,0.0,0.0,mBJ,0.0,0.07115,,P3m1
JVASP-107898,CaAg3,FAILED_JVASP-107898.cif,0.0,0.0,mBJ,0.0,-0.25743,,Fm-3m
JVASP-74961,ZrBe2Ni,FAILED_JVASP-74961.cif,0.0,0.0,mBJ,0.0,-0.20082,,F-43m
JVASP-3627,NdCl3,FAILED_JVASP-3627.cif,4.374,5.374,mBJ,1.0,-2.41579,,P6_3/m
JVASP-71744,ScBeCl2,FAILED_JVASP-71744.cif,0.0,0.0,mBJ,0.0,-0.46782,,I-4m2
JVASP-74632,BeInBi2,FAILED_JVASP-74632.cif,0.0,0.0,mBJ,0.0,0.53267,,I4/mmm
JVASP-74720,Mg2ZrBe,FAILED_JVASP-74720.cif,0.0,0.0,mBJ,0.0,0.18993,,F-43m
JVASP-74811,TiBeOs4,FAILED_JVASP-74811.cif,0.0,0.0,mBJ,0.0,0.37441,,F-43m
JVASP-74763,KBeBr2,FAILED_JVASP-74763.cif,0.0,1.562,mBJ,1.562,-0.42759,,Fm-3m
JVASP-74456,Sr2BeW,FAILED_JVASP-74456.cif,0.0,0.0,mBJ,0.0,1.05757,,Fm-3m
JVASP-71803,BeCu2Mo,FAILED_JVASP-71803.cif,0.0,0.0,mBJ,0.0,0.28473,,I4/mmm
JVASP-3717,AlH3,FAILED_JVASP-3717.cif,2.464,3.731,mBJ,1.267,-0.10201,,R-3c
JVASP-1279,LuN,FAILED_JVASP-1279.cif,0.351,1.404,mBJ,1.053,-2.11365,,Fm-3m
JVASP-249,NiSe,FAILED_JVASP-249.cif,0.0,0.0,mBJ,0.0,-0.21919,,P4/nmm
JVASP-91487,Li4Be3As3ClO12,FAILED_JVASP-91487.cif,4.574,5.342,mBJ,0.768,-2.09762,,P-43n
JVASP-19930,ZnCu,FAILED_JVASP-19930.cif,0.0,0.0,mBJ,0.0,-0.07738,,Pm-3m
JVASP-74406,Hf2BeMo,FAILED_JVASP-74406.cif,0.0,0.0,mBJ,0.0,-0.01963,,Fm-3m
JVASP-15271,KFeS2,FAILED_JVASP-15271.cif,0.0,0.0,mBJ,0.0,-0.87674,,C2/c
JVASP-15819,NbPSe,FAILED_JVASP-15819.cif,0.0,0.0,mBJ,0.0,-0.7255,,Immm
JVASP-43093,LiSbTe3O12,FAILED_JVASP-43093.cif,1.331,1.874,mBJ,0.543,-1.14987,,P1
JVASP-105702,RbMnAs,FAILED_JVASP-105702.cif,0.0,0.0,mBJ,0.0,-0.27204,,P4/nmm
JVASP-74240,Ca2MgBe,FAILED_JVASP-74240.cif,0.0,0.0,mBJ,0.0,0.24231,,F-43m
JVASP-71804,BeMoIr2,FAILED_JVASP-71804.cif,0.0,0.0,mBJ,0.0,-0.14574,,I-4m2
JVASP-107900,TbCaPd2,FAILED_JVASP-107900.cif,0.0,0.0,mBJ,0.0,-0.86676,,Fm-3m
JVASP-74863,Be2VCr,FAILED_JVASP-74863.cif,0.0,0.0,mBJ,0.0,0.05236,,I-4m2
JVASP-22602,BeF2,FAILED_JVASP-22602.cif,8.212,12.36,mBJ,4.148,-3.42578,,P6_222
JVASP-54797,CrCoPt2,FAILED_JVASP-54797.cif,0.0,0.0,mBJ,0.0,-0.17316,,P4/mmm
JVASP-74495,Be2NbHg,FAILED_JVASP-74495.cif,0.0,0.0,mBJ,0.0,0.52199,,I-4m2
JVASP-74288,BeTlNi4,FAILED_JVASP-74288.cif,0.0,0.0,mBJ,0.0,0.26874,,F-43m
JVASP-74413,BeTcNi,FAILED_JVASP-74413.cif,0.0,0.0,mBJ,0.0,0.04756,,P3m1
JVASP-71909,BeCr2Hg,FAILED_JVASP-71909.cif,0.0,0.0,mBJ,0.0,0.57821,,I4/mmm
JVASP-14664,Ru,FAILED_JVASP-14664.cif,0.0,0.0,mBJ,0.0,0.0,,P6_3/mmc
JVASP-14565,ErHg,FAILED_JVASP-14565.cif,0.0,0.0,mBJ,0.0,-0.38518,,Pm-3m
JVASP-106064,HoAlGa,FAILED_JVASP-106064.cif,0.0,0.0,mBJ,0.0,-0.57923,,P-6m2
JVASP-74633,ZrScBe2,FAILED_JVASP-74633.cif,0.0,0.0,mBJ,0.0,-0.07845,,P4/mmm
JVASP-105774,Hg,FAILED_JVASP-105774.cif,0.0,0.0,mBJ,0.0,0.25691,,Fmmm
JVASP-74329,Be2IrW,FAILED_JVASP-74329.cif,0.0,0.0,mBJ,0.0,-0.21132,,I-4m2
JVASP-18419,W3O,FAILED_JVASP-18419.cif,0.0,0.0,mBJ,0.0,0.73964,,Pm-3n
JVASP-15084,B2Os,FAILED_JVASP-15084.cif,0.0,0.0,mBJ,0.0,-0.17482,,Pmmn
JVASP-71959,TaBeCd,FAILED_JVASP-71959.cif,0.0,0.0,mBJ,0.0,0.43782,,P3m1
JVASP-74721,Ca2ScBe,FAILED_JVASP-74721.cif,0.0,0.0,mBJ,0.0,0.43027,,I4/mmm
JVASP-74765,BeInCl2,FAILED_JVASP-74765.cif,0.0,0.0,mBJ,0.0,-0.0064,,P4/mmm
JVASP-107,SiC,FAILED_JVASP-107.cif,2.495,3.232,mBJ,0.737,-0.24337,,P6_3mc
JVASP-16020,TmCuSi,FAILED_JVASP-16020.cif,0.0,0.0,mBJ,0.0,-0.65624,,P6_3/mmc
JVASP-48728,Fe4OF7,FAILED_JVASP-48728.cif,0.0,0.0,mBJ,0.0,-1.96354,,Imm2
JVASP-74241,BeZnSe2,FAILED_JVASP-74241.cif,0.0,0.0,mBJ,0.0,0.36765,,P4/mmm
JVASP-22715,KCaBi,FAILED_JVASP-22715.cif,1.098,1.89,mBJ,0.792,-0.78275,,P4/nmm
JVASP-74376,MnBe2Ir,FAILED_JVASP-74376.cif,0.0,0.0,mBJ,0.0,-0.31128,,P4/mmm
JVASP-107901,Yb3Ca,FAILED_JVASP-107901.cif,0.067,0.125,mBJ,0.058,0.00846,,Pm-3m
JVASP-74634,Be2WSe,FAILED_JVASP-74634.cif,0.0,0.0,mBJ,0.0,0.28051,,I-4m2
JVASP-74963,KBeIn2,FAILED_JVASP-74963.cif,0.0,0.0,mBJ,0.0,0.39662,,F-43m
JVASP-74540,Be2FePb,FAILED_JVASP-74540.cif,0.0,0.0,mBJ,0.0,0.56306,,I-4m2
JVASP-1285,BaO2,FAILED_JVASP-1285.cif,2.327,3.742,mBJ,1.415,-2.08593,,I4/mmm
